CLASE DE ACCIDENTE,GRAVEDAD,VIAS,CORREGIMIENTO,DÍA SEMANA,FECHA DE OCURRECIA,HORA OCURRENCIA
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL LAURO,MARTES,2022-02-01,10:00:00 AM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-02-01,8:00:00 AM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,CANDELARIA,JUEVES,2022-02-01,6:00:00 AM
CHOQUE,DAÑOS,VILLAGORGONA,VILLAGORGONA,MIERCOLES,2022-02-02,12:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-02-02,3:00:00 PM
CHOQUE,HERIDOS,CANDELARIA,POBLADO CAMPESTRE,MIERCOLES,2022-02-02,5:00:00 PM
CHOQUE,MUERTOS,PALMIRA-PUERTO TEJADA,EL LAURO,VIERNES,2022-02-04,3:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,VIERNES,2022-02-04,3:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-02-05,5:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-02-05,1:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-02-05,12:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2022-02-08,8:00:00 AM
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,MARTES,2022-02-08,10:00:00 AM
CHOQUE,HERIDOS,PUERTO TEJADA-PALMIRA,CANDELARIA,MARTES,2022-02-08,3:00:00 PM
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL CABUYAL,MIERCOLES,2022-02-09,12:00:00 PM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-02-10,3:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-02-11,12:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2022-02-13,12:00:00 PM
CHOQUE,HERIDOS,SAN JOAQUIN-TIPLE,SAN JOAQUIN,DOMINGO,2022-02-13,4:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,MARTES,2022-02-15,6:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-02-16,7:00:00 AM
CHOQUE,DAÑOS,POBLADO CAMPESTRE,JUANCHITO,DOMINGO,2022-02-20,11:00:00 AM
VOLCAMIENTO,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2022-02-22,2:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2022-02-23,1:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,VIERNES,2022-02-25,4:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2022-02-25,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,EL ARENAL,SABADO,2022-02-26,8:00:00 AM
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,SABADO,2022-02-26,11:00:00 AM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2022-02-27,7:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2022-02-27,8:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2022-02-27,4:00:00 PM
ATROPELLO,MUERTOS,PALMIRA-VILLARICA,EL ARENAL,LUNES,2022-02-28,5:00:00 AM
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,MARTES,2022-03-01,6:00:00 AM
VOLCAMIENTO,MUERTOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-03-02,3:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,JUEVES,2022-03-03,12:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,JUEVES,2022-03-03,8:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,SABADO,2022-03-05,11:00:00 AM
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,DOMINGO,2022-03-06,10:00:00 AM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-03-09,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-03-09,5:00:00 AM
VOLCAMIENTO,HERIDOS,CANDELARIA-CALI,EL CARMELO,MIERCOLES,2022-03-09,7:00:00 AM
CHOQUE,DAÑOS,VILLAGORGONA-CANDELARIA,VILLAGORGONA,VIERNES,2022-03-11,11:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,DOMINGO LARGO,SABADO,2022-03-12,12:00:00 PM
CHOQUE,HERIDOS,VILLAGORGONA-CANDELARIA,VILLAGORGONA,DOMINGO,2022-03-13,8:00:00 AM
CHOQUE,HERIDOS,JUANCHITO,JUANCHITO,MARTES,2022-03-15,3:00:00 PM
VOLCAMIENTO,HERIDOS,PALMIRA-VILLARICA,EL LAURO,MARTES,2022-03-15,4:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,MIERCOLES,2022-03-16,2:00:00 PM
CHOQUE,HERIDOS,JUANCHITO,JUANCHITO,VIERNES,2022-03-18,5:00:00 AM
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-03-19,2:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,SABADO,2022-03-19,2:00:00 PM
CHOQUE,DAÑOS,CALI-FLORIDA,LA REGINA,MARTES,2022-03-08,5:00:00 AM
CHOQUE,DAÑOS,CALI-FLORIDA,CANDELARIA,LUNES,2022-03-14,5:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-03-19,10:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-03-23,7:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,MIERCOLES,2022-03-23,1:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-03-24,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-03-25,5:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-LA TUPIA,CANDELARIA,VIERNES,2022-03-25,8:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2022-03-27,9:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2022-03-29,7:00:00 AM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-03-31,9:00:00 AM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,JUEVES,2022-03-31,11:00:00 PM
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL CABUYAL,LUNES,2022-04-01,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MARTES,2022-04-05,7:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,POBLADO CAMPESTRE,JUEVES,2022-04-07,8:00:00 AM
CHOQUE,DAÑOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-04-07,11:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-04-09,8:00:00 AM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,SABADO,2022-04-09,11:00:00 AM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,TURIN,SABADO,2022-04-09,5:00:00 PM
ATROPELLO,HERIDOS,VILLAGORGONA,VILLAGORGONA,MIERCOLES,2022-04-03,8:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2022-04-05,4:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,MARTES,2022-04-05,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-04-06,12:00:00 PM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-04-10,3:00:00 PM
CHOQUE,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,LUNES,2022-04-11,3:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,EL CARMELO,LUNES,2022-04-11,7:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,LUNES,2022-04-11,5:00:00 PM
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,LUNES,2022-04-11,5:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2022-04-12,11:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2022-04-13,4:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-04-13,1:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,CANDELARIA,VIERNES,2022-04-15,9:00:00 AM
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,SABADO,2022-04-16,5:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,LUNES,2022-04-18,6:00:00 PM
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,MARTES,2022-04-19,3:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-04-20,1:00:00 PM
CHOQUE,DAÑOS,JUANCHITO,JUANCHITO,MIERCOLES,2022-04-20,7:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,DOMINGO LARGO,VIERNES,2022-04-22,12:00:00 PM
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,VIERNES,2022-04-22,11:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,SABADO,2022-04-23,7:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-04-24,3:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,MIERCOLES,2022-04-27,7:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-04-27,5:00:00 PM
ATROPELLO,MUERTOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,JUEVES,2022-04-28,4:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,SABADO,2022-04-30,7:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,POBLADO CAMPESTRE,DOMINGO,2022-05-01,1:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2022-05-03,1:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,POBLADO CAMPESTRE,MARTES,2022-05-03,5:00:00 PM
ATROPELLO,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-05-04,6:00:00 AM
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,CANDELARIA,VIERNES,2022-05-06,12:00:00 PM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,PUERTA AMARILLA,SABADO,2022-05-07,5:00:00 AM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-05-08,6:00:00 AM
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2022-05-08,11:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,LUNES,2022-05-09,4:00:00 PM
VOLCAMIENTO,DAÑOS,JUANCHITO,JUANCHITO,MIERCOLES,2022-05-11,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-05-13,8:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,SABADO,2022-05-14,8:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2022-05-15,12:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2022-05-15,9:00:00 PM
ATROPELLO,MUERTOS,CALI-CANDELARIA,CANDELARIA,LUNES,2022-05-16,11:00:00 AM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MARTES,17/005/2022,6:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL ARENAL,MARTES,2022-05-17,7:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2022-05-17,8:00:00 AM
VOLCAMIENTO,DAÑOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-05-18,10:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2022-05-18,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,CANDELARIA,JUEVES,2022-05-19,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-05-19,6:00:00 AM
CHOQUE,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,JUEVES,2022-05-19,12:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,VIERNES,2022-05-20,11:00:00 AM
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL LAURO,LUNES,2022-05-23,5:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-05-23,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-05-23,8:00:00 AM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2022-05-25,4:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-05-26,1:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-05-27,4:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-FLORIDA,CANDELARIA,MARTES,2022-05-31,11:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-01,7:00:00 AM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-06-01,7:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2022-06-01,6:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-01,12:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-01,5:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,JUEVES,2022-06-02,2:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2022-06-02,4:00:00 PM
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,SABADO,2022-06-04,7:00:00 AM
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,DOMINGO,2022-06-05,3:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,LUNES,2022-06-06,2:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,LUNES,2022-06-06,6:00:00 PM
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,LUNES,2022-06-06,8:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-08,5:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-08,8:00:00 AM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-08,8:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,JUEVES,2022-06-09,6:00:00 AM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2022-06-09,10:00:00 AM
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-06-10,9:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2022-06-10,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2022-06-12,12:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MARTES,2022-06-14,7:00:00 PM
VOLCAMIENTO,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2022-06-17,4:00:00 PM
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,SABADO,2022-06-18,10:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-06-18,4:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,LUNES,2022-06-20,5:00:00 PM
CHOQUE,DAÑOS,VILLAGORGONA,VILLAGORGONA,MARTES,2022-06-21,2:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2022-06-21,12:00:00 PM
CHOQUE,HERIDOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,MIERCOLES,2022-06-22,10:00:00 PM
CHOQUE,DAÑOS,PALMIRA-VILLARICA,EL LAURO,MIERCOLES,2022-06-22,7:00:00 AM
CHOQUE,DAÑOS,CANDELARIA,CANDELARIA,VIERNES,2022-06-24,9:00:00 AM
ATROPELLO,HERIDOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,LUNES,2022-06-27,12:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2022-06-29,4:00:00 AM
ATROPELLO,HERIDOS,SAN JOAQUIN-EL CARMELO,LA GLORIA,MIERCOLES,2022-06-29,6:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,JUEVES,2022-06-30,10:00:00 AM
ATROPELLO,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2022-07-02,4:00:00 PM
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,SABADO,2022-07-02,2:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,SABADO,2022-07-02,12:00:00 PM
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL CABUYAL,MARTES,2022-07-05,12:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,DOMINGO LARGO,MARTES,2022-07-05,4:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2022-07-08,9:00:00 AM
OTRO,HERIDOS,PUERTO TEJADA-PALMIRA,EL LAURO,SABADO,2022-07-09,4:00:00 PM
CHOQUE,DAÑOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,DOMINGO,2022-07-10,9:00:00 PM
OTRO,HERIDOS,VILLAGORGONA,VILLAGORGONA,LUNES,2022-07-11,9:00:00 AM
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,JUEVES,2022-07-14,11:00:00 AM
CHOQUE,MUERTOS,CALI-FLORIDA,CANDELARIA,DOMINGO,2022-07-17,2:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-PRADERA,CANDELARIA,DOMINGO,2022-07-17,10:00:00 AM
CHOQUE,DAÑOS,EL CARMELO,EL CARMELO,MIERCOLES,2022-07-20,11:00:00 AM
ATROPELLO,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2022-07-24,12:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,DOMINGO,2022-07-24,1:00:00 AM
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL CABUYAL,MIERCOLES,2022-07-25,12:00:00 PM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,MARTES,2022-07-26,1:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,LUNES,2022-08-01,12:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,JUEVES,2022-08-04,6:00:00 AM
CHOQUE,MUERTOS,PALMIRA-VILLARICA,CANDELARIA,JUEVES,2022-08-04,5:00:00 AM
CHOQUE,HERIDOS,EL CARMELO,EL CARMELO,DOMINGO,2022-08-07,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2022-08-08,6:00:00 AM
CHOQUE,DAÑOS,CANDELARIA-CALI,VILLAGORGONA,VIERNES,2022-08-12,11:00:00 AM
OBJETO FIJO,HERIDOS,CANDELARIA-CALI,CANDELARIA,SABADO,2022-08-13,9:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL CABUYAL,LUNES,2022-08-15,5:00:00 AM
ATROPELLO,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,VIERNES,2022-08-12,7:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,SABADO,2022-08-13,3:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2022-08-17,6:00:00 AM
CHOQUE,HERIDOS,CANDELARIA,CANDELARIA,MARTES,2022-08-16,6:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2022-08-17,4:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,VILLAGORGONA,SABADO,2022-08-20,3:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,CANDELARIA,SABADO,2022-08-20,3:00:00 AM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2022-08-21,10:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,JUEVES,2022-08-25,8:00:00 PM
CHOQUE,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,VIERNES,2022-08-26,10:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,MIERCOLES,2022-08-24,4:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,VIERNES,2022-08-26,8:00:00 PM
ATROPELLO,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,SABADO,2022-08-27,11:00:00 AM
CHOQUE,DAÑOS,PUERTO TEJADA-PALMIRA,EL CABUYAL,SABADO,2022-08-27,7:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2022-08-28,12:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2022-08-30,4:00:00 PM
