CLASE DE ACCIDENTE,GRAVEDAD,VIAS,CORREGIMIENTO,DÍA SEMANA,FECHA DE OCURRECIA,HORA OCURRENCIA
VOLCAMIENTO,HERIDOS,CANDELARIA-CALI,JUANCHITO,LUNES,2023-10-02,1:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,JUEVES,2023-10-05,5:00:00 AM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,DOMINGO,2023-10-08,6:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,CANDELARIA,LUNES,2023-10-09,9:15:00 AM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL LAURO,MARTES,2023-10-10,12:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,MARTES,2023-10-10,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2023-10-11,9:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2023-10-13,6:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,DOMINGO,2023-10-15,9:00:00 AM
VOLCAMIENTO,MUERTOS,CANDELARIA-PRADERA,CANDELARIA,DOMINGO,2023-10-15,9:00:00 AM
CHOQUE,MUERTOS,EL CARMELO - TIPLE,EL CARMELO,DOMINGO,2023-10-15,2:00:00 PM
VOLCAMIENTO,MUERTOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2023-10-17,2:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2023-10-18,8:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2023-10-22,1:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2023-10-22,7:00:00 PM
CHOQUE,HERIDOS,CARRERA 35D CON CALLE 14,JUANCHITO,DOMINGO,2023-10-22,6:00:00 PM
VOLCAMIENTO,MUERTOS,PALMIRA-VILLARICA,EL LAURO,MIERCOLES,2023-10-25,5:00:00 PM
CHOQUE,MUERTOS,PALMIRA-VILLARICA,LA ARGENTINA,VIERNES,2023-10-27,5:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2023-10-27,6:00:00 PM
VOLCAMIENTO,MUERTOS,CANDELARIA,LA REGINA,LUNES,2023-10-30,9:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MARTES,2023-10-31,2:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2023-11-01,4:00:00 PM
CHOQUE,MUERTOS,PALMIRA-VILLARICA,EL CABUYAL,JUEVES,2023-11-02,2:00:00 PM
,MUERTOS,VILLARICA-PALMIRA,CANDELARIA,JUEVES,2023-11-02,5:00:00 PM
CHOQUE,MUERTOS,CARRERA 37 CALLE 16,JUANCHITO,DOMINGO,2023-11-05,11:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2023-11-07,6:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-11-27,6:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,VIERNES,2023-11-10,1:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2023-11-18,4:00:00 AM
ATROPELLO,HERIDOS,CANDELARIA-CALI,EL CARMELO,SABADO,2023-11-18,7:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-07-01,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2023-11-26,10:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2023-11-25,7:00:00 PM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2023-11-26,6:00:00 PM
CHOQUE,HERIDOS,CR 30 OESTE CALLE 11,JUANCHITO,VIERNES,2023-12-02,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-12-05,8:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2023-12-07,12:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,VIERNES,2023-12-08,3:00:00 AM
VOLCAMIENTO,HERIDOS,PALMIRA - VILLARICA,CANDELARIA,SABADO,2023-12-09,6:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-12-11,1:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-12-11,4:00:00 PM
VOLCAMIENTO,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,MARTES,2023-12-12,11:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,VIERNES,2023-12-15,3:00:00 PM
VOLCAMIENTO,DAÑOS,CALLE 11 CON CR 4,CANDELARIA,VIERNES,2023-12-15,7:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2023-12-16,3:00:00 AM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,MIERCOLES,2023-12-20,10:00:00 PM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL LAURO,JUEVES,2023-12-21,12:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2023-12-21,10:00:00 AM
ATROPELLO,HERIDOS,CANDELARIA,CANDELARIA,JUEVES,2023-12-21,7:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,CANDELARIA,LUNES,2023-12-25,1:00:00 AM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL ARENAL,LUNES,2023-12-29,2:00:00 AM
CHOQUE,HERIDOS,CALI-FLORIDA,LA COLOMBIANA,MARTES,2024-01-02,11:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,MARTES,2024-01-02,8:00:00 PM
CHOQUE,HERIDOS,CALI-PRADERA,ING. MAYAGUEZ,MIERCOLES,2024-01-01,5:00:00 AM
CHOQUE,MUERTOS,PALMIRA-VILLARICA,PARRAGA,SABADO,2024-01-06,2:00:00 AM
CHOQUE,HERIDOS,CR 14 CON CALLE 20,VILLAGORGONA,SABADO,2024-01-06,4:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,EL CRUCERO,DOMINGO,2024-01-07,1:00:00 AM
CHOQUE,MUERTOS,CALI-CANDELARIA,EL ARENAL,LUNES,2024-01-08,5:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2024-01-10,10:00:00 AM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL UVAL,MIERCOLES,2024-01-10,3:00:00 PM
VOLCAMIENTO,HERIDOS,EL CARMELO,EL CARMELO,DOMINGO,2024-01-14,12:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,POBLADO CAMPESTRE,LUNES,2024-01-15,5:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL ARENAL,JUEVES,2024-01-18,5:00:00 AM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL CABUYAL,SABADO,2024-01-20,6:00:00 PM
CHOQUE,HERIDOS,FLORIDA-CALI,EL CRUCERO,DOMINGO,2024-01-28,1:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,DOMINGO,2024-01-28,7:00:00 PM
VOLCAMIENTO,DAÑOS,VILLARICA-PALMIRA,EL UVAL,MARTES,2024-01-16,1:00:00 AM
CHOQUE,MUERTOS,PALMIRA-VILLARICA,EL CABUYAL,MARTES,2024-01-30,1:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2024-02-04,8:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL CABUYAL,MARTES,2024-02-06,5:00:00 AM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2024-02-08,5:30:00 PM
CHOQUE,HERIDOS,CR 37 CON CALLE 22,POBLADO CAMPESTRE,DOMINGO,2024-02-11,12:00:00 PM
CHOQUE,HERIDOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,DOMINGO,2024-02-11,8:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,PARRAGA,DOMINGO,2024-02-11,8:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,LA ALIANZA,MARTES,2024-02-13,1:00:00 PM
ATROPELLO,HERIDOS,CANDELARIA-CALI,EL CARMELO,JUEVES,2024-02-15,12:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2024-02-16,4:00:00 PM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2024-02-18,8:00:00 AM
CHOQUE,DAÑOS,CALLE 94,JUANCHITO,LUNES,2024-02-19,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,DOMINGO LARGO,MARTES,2024-02-20,6:00:00 AM
OTRO,HERIDOS,CALI-CANDELARIA,EL CARMELO,JUEVES,2024-02-22,8:00:00 AM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,SABADO,2024-02-24,11:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,LUNES,2024-02-26,8:00:00 AM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,MARTES,2024-02-27,12:00:00 PM
CHOQUE,MUERTOS,PUERTO TEJADA - CANDELARIA,EL CABUYAL,MIERCOLES,2024-02-28,7:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-03-06,6:00:00 AM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,DOMINGO,2024-03-10,7:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2024-03-11,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2024-03-12,6:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-PALMIRA,EL LAURO,MARTES,2024-03-12,7:00:00 PM
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2024-03-13,4:00:00 AM
ATROPELLO,HERIDOS,CALLE 14 - MANZANARES,POBLADO CAMPESTRE,JUEVES,2024-03-14,6:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,JUEVES,2024-03-14,12:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL LAURO,JUEVES,2024-03-14,6:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,DOMINGO LARGO,JUEVES,2024-03-14,10:00:00 PM
ATROPELLO,HERIDOS,CALLE 20 ENTRE CR 35C Y 36,POBLADO CAMPESTRE,VIERNES,2024-03-15,2:00:00 PM
CHOQUE,MUERTOS,CANDELARIA-CALI,EL CARMELO,LUNES,2024-03-25,2:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,DOMINGO,2024-03-17,7:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-03-18,3:00:00 PM
CHOQUE,HERIDOS,PUERTO TEJADA - PALMIRA,PROVENZA,MIERCOLES,2024-03-20,6:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,VIERNES,2024-03-22,3:00:00 PM
CHOQUE,MUERTOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2024-03-24,9:00:00 PM
CHOQUE,MUERTOS,CALI-CANDELARIA,VILLAGORGONA,LUNES,2024-03-25,3:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,EL CRUCERO,DOMINGO,2024-03-30,6:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,LUNES,2024-04-01,6:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,LUNES,2024-04-01,4:00:00 PM
CHOQUE,MUERTOS,CANDELARIA-CALI,EL CRUCERO,MARTES,2024-04-09,5:00:00 AM
ATROPELLO,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,SABADO,2024-04-13,6:00:00 AM
CHOQUE,MUERTOS,CANDELARIA-CALI,SAN JUAN,SABADO,2024-04-13,6:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,ZAINERAS,MIERCOLES,2024-04-10,7:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL ARENAL,MIERCOLES,2024-04-17,5:00:00 AM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL CABUYAL,MIERCOLES,2024-04-17,7:00:00 AM
ATROPELLO,MUERTOS,CALI-CANDELARIA,EL CARMELO,SABADO,2024-04-20,8:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,JUEVES,2024-04-25,11:00:00 AM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL ARENAL,DOMINGO,2024-04-28,1:00:00 PM
ATROPELLO,HERIDOS,VILLAGORGONA-BUCHITOLO,VILLAGORGONA,LUNES,2024-04-29,12:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,DOMINGO LARGO,MARTES,2024-04-30,2:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2024-05-03,6:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-PALMIRA,CANDELARIA,VIERNES,2024-05-03,5:00:00 PM
CHOQUE,MUERTOS,SAN JOAQUIN - EL TIPLE,EL CARMELO,LUNES,2024-05-06,2:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,PROVENZA,MARTES,2024-05-07,5:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,JUEVES,2024-05-09,9:00:00 PM
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2024-05-10,5:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,JUEVES,2024-05-16,8:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,MARTES,2024-05-14,11:00:00 AM
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2024-05-14,9:00:00 PM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2024-05-16,5:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,TURIN,VIERNES,2024-05-17,8:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,LA COLOMBIANA,SABADO,2024-05-25,10:00:00 PM
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2024-05-26,10:00:00 AM
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,SABADO,2024-05-25,1:00:00 AM
CHOQUE,DAÑOS,CANDELARIA-CALI,DOMINGO LARGO,MARTES,2024-05-28,7:00:00 AM
ATROPELLO,HERIDOS,ESTACION DE POLICIA GORGONA,VILLAGORGONA,VIERNES,2024-05-31,4:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2024-05-18,7:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2024-05-19,4:00:00 AM
CHOQUE,HERIDOS,CALLE 23 CR 12,POBLADO CAMPESTRE,MARTES,2024-05-07,3:00:00 PM
CHOQUE,MUERTOS,CANDELARIA-PALMIRA,PROVENZA,MARTES,2024-06-04,2:00:00 PM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,JUEVES,2024-06-06,3:00:00 PM
CHOQUE,HERIDOS,PUERTOTEJADA-CANDELARIA,EL TRIUNFO,JUEVES,2024-06-20,6:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,VIERNES,2024-06-14,4:00:00 AM
ATROPELLO,MUERTOS,VILLARICA-PALMIRA,PARRAGA,MARTES,2024-06-11,6:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,MIERCOLES,2024-06-12,9:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2024-06-16,8:00:00 PM
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2024-06-19,2:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2024-06-23,2:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2024-06-22,11:00:00 PM
CHOQUE,HERIDOS,FLORIDA-CALI,EL CRUCERO,VIERNES,2024-06-28,5:00:00 PM
CHOQUE,DAÑOS,SAN JOAQUIN - EL TIPLE,EL TIPLE,MIERCOLES,2024-06-26,8:00:00 AM
VOLCAMIENTO,HERIDOS,LA COLOMBIANA,LA COLOMBIANA,DOMINGO,2024-06-30,2:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2024-07-02,5:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2024-07-02,7:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,MIERCOLES,2024-07-03,7:00:00 PM
CHOQUE,HERIDOS,CR 14 CALLE 21,VILLAGORGONA,SABADO,2024-07-06,2:00:00 PM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CABECERA-CANDELARIA,DOMINGO,2024-07-07,5:00:00 AM
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,LUNES,2024-07-08,12:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,LA REGINA,SABADO,2024-07-20,8:00:00 PM
ATROPELLO,HERIDOS,CANDELARIA-CALI,JUANCHITO,SABADO,2024-07-13,2:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2024-07-13,10:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-07-15,12:00:00 PM
CHOQUE,MUERTOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2024-07-21,10:00:00 PM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,MARTES,2024-07-23,3:00:00 PM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,SABADO,2024-07-27,12:00:00 AM
CHOQUE,MUERTOS,CALI-FLORIDA,CANDELARIA,SABADO,2024-07-31,12:00:00 AM
ATROPELLO,HERIDOS,CARRERA 10 CALLE 14,VILLAGORGONA,JUEVES,2024-08-01,9:00:00 AM
CHOQUE,MUERTOS,CALI-FLORIDA,LA REGINA,VIERNES,2024-08-02,5:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,LA REGINA,SABADO,2024-08-03,4:00:00 AM
VOLCAMIENTO,MUERTOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2024-08-07,5:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,CABECERA-CANDELARIA,MIERCOLES,2024-08-14,2:00:00 PM
CHOQUE,HERIDOS,CALLE 16 CR 2,VILLAGORGONA,VIERNES,2024-08-16,4:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2024-08-20,6:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,MIERCOLES,2024-08-21,6:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-08-21,7:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2024-08-25,3:00:00 AM
ATROPELLO,HERIDOS,CARRERA 6 CALLE 8-81,CABECERA-CANDELARIA,LUNES,2024-08-26,7:00:00 PM
CHOQUE,HERIDOS,CR 12 CALLE 5,CABECERA-CANDELARIA,MARTES,2024-08-27,12:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,MIERCOLES,2024-08-28,12:00:00 AM
CHOQUE,HERIDOS,FLORIDA-CALI,EL CARMELO,MIERCOLES,2024-08-28,12:00:00 AM
CHOQUE,MUERTOS,CANDELARIA-CALI,EL CARMELO,VIERNES,2024-08-30,3:00:00 PM
VOLCAMIENTO,HERIDOS,FLORIDA-CALI,EL CRUCERO,SABADO,2024-08-31,1:00:00 AM
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,DOMINGO,2024-09-01,3:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-09-04,9:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2024-09-13,6:00:00 PM
CHOQUE,MUERTOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2024-09-17,3:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,LUNES,2024-09-16,2:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-09-25,6:00:00 AM
CHOQUE,HERIDOS,CR 12A  - CALLE 21A,VILLAGORGONA,DOMINGO,2024-09-29,8:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2024-10-01,12:00:00 PM
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2024-10-02,5:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2024-10-04,1:00:00 PM
CHOQUE,HERIDOS,CARRERA 9 FRENTE AL # 16-7,VILLAGORGONA,JUEVES,2024-10-03,6:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,SABADO,2024-10-05,9:00:00 AM
CHOQUE,MUERTOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-10-07,6:00:00 AM
CHOQUE,HERIDOS,FLORIDA-CALI,CANDELARIA,JUEVES,2024-10-17,8:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,SABADO,2024-10-19,9:00:00 PM
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,DOMINGO,1989-10-17,6:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,MARTES,2024-10-22,6:00:00 AM
ATROPELLO,HERIDOS,CALLE 17 CR 12A,VILLAGORGONA,LUNES,2024-10-21,6:00:00 PM
