CLASE_DE_ACCIDENTE,GRAVEDAD,VIAS,CORREGIMIENTO,DÍA_SEMANA,FECHA_DE_OCURRENCIA,TIPO_DIA,HORA_OCURRENCIA
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2023-10-01,Fin de semana,03:00:00
VOLCAMIENTO,HERIDOS,CANDELARIA-CALI,JUANCHITO,LUNES,2023-10-02,Entre semana,13:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,JUEVES,2023-10-05,Entre semana,05:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,EL LAURO,DOMINGO,2023-10-08,Fin de semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,CANDELARIA,LUNES,2023-10-09,Entre semana,09:15:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL LAURO,MARTES,2023-10-10,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,CANDELARIA,MARTES,2023-10-10,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2023-10-11,Entre semana,21:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2023-10-13,Entre semana,06:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,DOMINGO,2023-10-15,Fin de semana,09:00:00
VOLCAMIENTO,MUERTOS,CANDELARIA-PRADERA,CANDELARIA,DOMINGO,2023-10-15,Fin de semana,09:00:00
CHOQUE,MUERTOS,EL CARMELO - TIPLE,EL CARMELO,DOMINGO,2023-10-15,Fin de semana,14:00:00
VOLCAMIENTO,MUERTOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2023-10-17,Entre semana,02:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2023-10-18,Entre semana,08:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2023-10-22,Fin de semana,13:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2023-10-22,Fin de semana,19:00:00
CHOQUE,HERIDOS,CARRERA 35D CON CALLE 14,JUANCHITO,DOMINGO,2023-10-22,Fin de semana,18:00:00
VOLCAMIENTO,MUERTOS,PALMIRA-VILLARICA,EL LAURO,MIERCOLES,2023-10-25,Entre semana,17:00:00
CHOQUE,MUERTOS,PALMIRA-VILLARICA,LA ARGENTINA,VIERNES,2023-10-27,Entre semana,05:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2023-10-27,Entre semana,18:00:00
VOLCAMIENTO,MUERTOS,CANDELARIA,LA REGINA,LUNES,2023-10-30,Entre semana,09:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MARTES,2023-10-31,Entre semana,14:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MIERCOLES,2023-11-01,Entre semana,16:00:00
CHOQUE,MUERTOS,PALMIRA-VILLARICA,EL CABUYAL,JUEVES,2023-11-02,Entre semana,14:00:00
Desconocido,MUERTOS,VILLARICA-PALMIRA,CANDELARIA,JUEVES,2023-11-02,Entre semana,17:00:00
CHOQUE,MUERTOS,CARRERA 37 CALLE 16,JUANCHITO,DOMINGO,2023-11-05,Fin de semana,23:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CANDELARIA,MARTES,2023-11-07,Entre semana,18:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-11-27,Entre semana,18:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,VIERNES,2023-11-10,Entre semana,13:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,JUANCHITO,SABADO,2023-11-18,Fin de semana,04:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,EL CARMELO,SABADO,2023-11-18,Fin de semana,19:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-07-01,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2023-11-26,Fin de semana,10:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2023-11-25,Fin de semana,19:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL CABUYAL,DOMINGO,2023-11-26,Fin de semana,18:00:00
CHOQUE,HERIDOS,CR 30 OESTE CALLE 11,JUANCHITO,VIERNES,2023-12-02,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-12-05,Entre semana,08:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2023-12-07,Entre semana,00:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,VIERNES,2023-12-08,Entre semana,03:00:00
VOLCAMIENTO,HERIDOS,PALMIRA - VILLARICA,CANDELARIA,SABADO,2023-12-09,Fin de semana,06:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-12-11,Entre semana,13:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2023-12-11,Entre semana,16:00:00
VOLCAMIENTO,DAÑOS,PALMIRA-VILLARICA,CANDELARIA,MARTES,2023-12-12,Entre semana,23:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,VIERNES,2023-12-15,Entre semana,15:00:00
VOLCAMIENTO,DAÑOS,CALLE 11 CON CR 4,CANDELARIA,VIERNES,2023-12-15,Entre semana,19:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2023-12-16,Fin de semana,03:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,MIERCOLES,2023-12-20,Entre semana,22:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL LAURO,JUEVES,2023-12-21,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,JUEVES,2023-12-21,Entre semana,10:00:00
ATROPELLO,HERIDOS,CANDELARIA,CANDELARIA,JUEVES,2023-12-21,Entre semana,19:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,CANDELARIA,LUNES,2023-12-25,Entre semana,01:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL ARENAL,LUNES,2023-12-29,Entre semana,02:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,LA COLOMBIANA,MARTES,2024-01-02,Entre semana,11:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,MARTES,2024-01-02,Entre semana,20:00:00
CHOQUE,HERIDOS,CALI-PRADERA,ING. MAYAGUEZ,MIERCOLES,2024-01-01,Entre semana,05:00:00
CHOQUE,MUERTOS,PALMIRA-VILLARICA,PARRAGA,SABADO,2024-01-06,Fin de semana,02:00:00
CHOQUE,HERIDOS,CR 14 CON CALLE 20,VILLAGORGONA,SABADO,2024-01-06,Fin de semana,16:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,EL CRUCERO,DOMINGO,2024-01-07,Fin de semana,01:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,EL ARENAL,LUNES,2024-01-08,Entre semana,05:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MIERCOLES,2024-01-10,Entre semana,10:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL UVAL,MIERCOLES,2024-01-10,Entre semana,15:00:00
VOLCAMIENTO,HERIDOS,EL CARMELO,EL CARMELO,DOMINGO,2024-01-14,Fin de semana,00:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,POBLADO CAMPESTRE,LUNES,2024-01-15,Entre semana,05:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL ARENAL,JUEVES,2024-01-18,Entre semana,05:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL CABUYAL,SABADO,2024-01-20,Fin de semana,18:00:00
CHOQUE,HERIDOS,FLORIDA-CALI,EL CRUCERO,DOMINGO,2024-01-28,Fin de semana,13:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,DOMINGO,2024-01-28,Fin de semana,19:00:00
VOLCAMIENTO,DAÑOS,VILLARICA-PALMIRA,EL UVAL,MARTES,2024-01-16,Entre semana,01:00:00
CHOQUE,MUERTOS,PALMIRA-VILLARICA,EL CABUYAL,MARTES,2024-01-30,Entre semana,13:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2024-02-04,Fin de semana,20:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL CABUYAL,MARTES,2024-02-06,Entre semana,05:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2024-02-08,Entre semana,17:30:00
CHOQUE,HERIDOS,CR 37 CON CALLE 22,POBLADO CAMPESTRE,DOMINGO,2024-02-11,Fin de semana,12:00:00
CHOQUE,HERIDOS,POBLADO CAMPESTRE,POBLADO CAMPESTRE,DOMINGO,2024-02-11,Fin de semana,20:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,PARRAGA,DOMINGO,2024-02-11,Fin de semana,20:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,LA ALIANZA,MARTES,2024-02-13,Entre semana,13:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,EL CARMELO,JUEVES,2024-02-15,Entre semana,12:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2024-02-16,Entre semana,16:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2024-02-18,Fin de semana,08:00:00
CHOQUE,DAÑOS,CALLE 94,JUANCHITO,LUNES,2024-02-19,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,DOMINGO LARGO,MARTES,2024-02-20,Entre semana,06:00:00
OTRO,HERIDOS,CALI-CANDELARIA,EL CARMELO,JUEVES,2024-02-22,Entre semana,08:00:00
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,SABADO,2024-02-24,Fin de semana,23:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,LUNES,2024-02-26,Entre semana,08:00:00
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,MARTES,2024-02-27,Entre semana,12:00:00
CHOQUE,MUERTOS,PUERTO TEJADA - CANDELARIA,EL CABUYAL,MIERCOLES,2024-02-28,Entre semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-03-06,Entre semana,06:00:00
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,DOMINGO,2024-03-10,Fin de semana,07:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,LUNES,2024-03-11,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2024-03-12,Entre semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-PALMIRA,EL LAURO,MARTES,2024-03-12,Entre semana,19:00:00
CHOQUE,DAÑOS,CALI-CANDELARIA,EL CARMELO,MIERCOLES,2024-03-13,Entre semana,04:00:00
ATROPELLO,HERIDOS,CALLE 14 - MANZANARES,POBLADO CAMPESTRE,JUEVES,2024-03-14,Entre semana,06:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,JUEVES,2024-03-14,Entre semana,12:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL LAURO,JUEVES,2024-03-14,Entre semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,DOMINGO LARGO,JUEVES,2024-03-14,Entre semana,22:00:00
ATROPELLO,HERIDOS,CALLE 20 ENTRE CR 35C Y 36,POBLADO CAMPESTRE,VIERNES,2024-03-15,Entre semana,14:00:00
CHOQUE,MUERTOS,CANDELARIA-CALI,EL CARMELO,LUNES,2024-03-25,Entre semana,02:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,DOMINGO,2024-03-17,Fin de semana,07:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-03-18,Entre semana,15:00:00
CHOQUE,HERIDOS,PUERTO TEJADA - PALMIRA,PROVENZA,MIERCOLES,2024-03-20,Entre semana,18:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,VIERNES,2024-03-22,Entre semana,15:00:00
CHOQUE,MUERTOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2024-03-24,Fin de semana,21:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,VILLAGORGONA,LUNES,2024-03-25,Entre semana,15:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,EL CRUCERO,DOMINGO,2024-03-30,Fin de semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,LUNES,2024-04-01,Entre semana,06:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,LUNES,2024-04-01,Entre semana,16:00:00
CHOQUE,MUERTOS,CANDELARIA-CALI,EL CRUCERO,MARTES,2024-04-09,Entre semana,05:00:00
ATROPELLO,HERIDOS,VILLARICA-PALMIRA,EL CABUYAL,SABADO,2024-04-13,Fin de semana,06:00:00
CHOQUE,MUERTOS,CANDELARIA-CALI,SAN JUAN,SABADO,2024-04-13,Fin de semana,06:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,ZAINERAS,MIERCOLES,2024-04-10,Entre semana,19:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL ARENAL,MIERCOLES,2024-04-17,Entre semana,05:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,EL CABUYAL,MIERCOLES,2024-04-17,Entre semana,07:00:00
ATROPELLO,MUERTOS,CALI-CANDELARIA,EL CARMELO,SABADO,2024-04-20,Fin de semana,20:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,JUEVES,2024-04-25,Entre semana,11:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL ARENAL,DOMINGO,2024-04-28,Fin de semana,13:00:00
ATROPELLO,HERIDOS,VILLAGORGONA-BUCHITOLO,VILLAGORGONA,LUNES,2024-04-29,Entre semana,00:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,DOMINGO LARGO,MARTES,2024-04-30,Entre semana,14:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2024-05-03,Entre semana,06:00:00
CHOQUE,HERIDOS,CANDELARIA-PALMIRA,CANDELARIA,VIERNES,2024-05-03,Entre semana,17:00:00
CHOQUE,MUERTOS,SAN JOAQUIN - EL TIPLE,EL CARMELO,LUNES,2024-05-06,Entre semana,14:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,PROVENZA,MARTES,2024-05-07,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,JUEVES,2024-05-09,Entre semana,21:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,JUANCHITO,VIERNES,2024-05-10,Entre semana,17:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,JUEVES,2024-05-16,Entre semana,08:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,MARTES,2024-05-14,Entre semana,11:00:00
CHOQUE,MUERTOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2024-05-14,Entre semana,21:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,JUEVES,2024-05-16,Entre semana,17:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,TURIN,VIERNES,2024-05-17,Entre semana,20:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,LA COLOMBIANA,SABADO,2024-05-25,Fin de semana,22:00:00
CHOQUE,HERIDOS,VILLAGORGONA,VILLAGORGONA,DOMINGO,2024-05-26,Fin de semana,10:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,SABADO,2024-05-25,Fin de semana,01:00:00
CHOQUE,DAÑOS,CANDELARIA-CALI,DOMINGO LARGO,MARTES,2024-05-28,Entre semana,07:00:00
ATROPELLO,HERIDOS,ESTACION DE POLICIA GORGONA,VILLAGORGONA,VIERNES,2024-05-31,Entre semana,16:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2024-05-18,Fin de semana,19:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2024-05-19,Fin de semana,04:00:00
CHOQUE,HERIDOS,CALLE 23 CR 12,POBLADO CAMPESTRE,MARTES,2024-05-07,Entre semana,15:00:00
CHOQUE,MUERTOS,CANDELARIA-PALMIRA,PROVENZA,MARTES,2024-06-04,Entre semana,14:00:00
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,JUEVES,2024-06-06,Entre semana,15:00:00
CHOQUE,HERIDOS,PUERTOTEJADA-CANDELARIA,EL TRIUNFO,JUEVES,2024-06-20,Entre semana,06:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,VIERNES,2024-06-14,Entre semana,04:00:00
ATROPELLO,MUERTOS,VILLARICA-PALMIRA,PARRAGA,MARTES,2024-06-11,Entre semana,18:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,MIERCOLES,2024-06-12,Entre semana,09:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,DOMINGO,2024-06-16,Fin de semana,20:00:00
CHOQUE,DAÑOS,VILLARICA-PALMIRA,CANDELARIA,MIERCOLES,2024-06-19,Entre semana,14:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,DOMINGO,2024-06-23,Fin de semana,14:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2024-06-22,Fin de semana,23:00:00
CHOQUE,HERIDOS,FLORIDA-CALI,EL CRUCERO,VIERNES,2024-06-28,Entre semana,17:00:00
CHOQUE,DAÑOS,SAN JOAQUIN - EL TIPLE,EL TIPLE,MIERCOLES,2024-06-26,Entre semana,08:00:00
VOLCAMIENTO,HERIDOS,LA COLOMBIANA,LA COLOMBIANA,DOMINGO,2024-06-30,Fin de semana,02:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2024-07-02,Entre semana,05:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2024-07-02,Entre semana,07:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,MIERCOLES,2024-07-03,Entre semana,19:00:00
CHOQUE,HERIDOS,CR 14 CALLE 21,VILLAGORGONA,SABADO,2024-07-06,Fin de semana,14:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,CABECERA-CANDELARIA,DOMINGO,2024-07-07,Fin de semana,05:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,JUANCHITO,LUNES,2024-07-08,Entre semana,12:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,LA REGINA,SABADO,2024-07-20,Fin de semana,20:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,JUANCHITO,SABADO,2024-07-13,Fin de semana,14:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,SABADO,2024-07-13,Fin de semana,22:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-07-15,Entre semana,12:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2024-07-21,Fin de semana,22:00:00
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,MARTES,2024-07-23,Entre semana,15:00:00
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,SABADO,2024-07-27,Fin de semana,00:00:00
CHOQUE,MUERTOS,CALI-FLORIDA,CANDELARIA,SABADO,2024-07-31,Fin de semana,00:00:00
ATROPELLO,HERIDOS,CARRERA 10 CALLE 14,VILLAGORGONA,JUEVES,2024-08-01,Entre semana,09:00:00
CHOQUE,MUERTOS,CALI-FLORIDA,LA REGINA,VIERNES,2024-08-02,Entre semana,17:00:00
CHOQUE,HERIDOS,CALI-FLORIDA,LA REGINA,SABADO,2024-08-03,Fin de semana,04:00:00
VOLCAMIENTO,MUERTOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2024-08-07,Entre semana,17:00:00
CHOQUE,HERIDOS,PALMIRA-VILLARICA,CABECERA-CANDELARIA,MIERCOLES,2024-08-14,Entre semana,14:00:00
CHOQUE,HERIDOS,CALLE 16 CR 2,VILLAGORGONA,VIERNES,2024-08-16,Entre semana,16:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2024-08-20,Entre semana,18:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,MIERCOLES,2024-08-21,Entre semana,06:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-08-21,Entre semana,07:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2024-08-25,Fin de semana,03:00:00
ATROPELLO,HERIDOS,CARRERA 6 CALLE 8-81,CABECERA-CANDELARIA,LUNES,2024-08-26,Entre semana,19:00:00
CHOQUE,HERIDOS,CR 12 CALLE 5,CABECERA-CANDELARIA,MARTES,2024-08-27,Entre semana,00:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,MIERCOLES,2024-08-28,Entre semana,00:00:00
CHOQUE,HERIDOS,FLORIDA-CALI,EL CARMELO,MIERCOLES,2024-08-28,Entre semana,00:00:00
CHOQUE,MUERTOS,CANDELARIA-CALI,EL CARMELO,VIERNES,2024-08-30,Entre semana,15:00:00
VOLCAMIENTO,HERIDOS,FLORIDA-CALI,EL CRUCERO,SABADO,2024-08-31,Fin de semana,01:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,DOMINGO,2024-09-01,Fin de semana,03:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-09-04,Entre semana,09:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2024-09-13,Entre semana,18:00:00
CHOQUE,MUERTOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2024-09-17,Entre semana,03:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,LUNES,2024-09-16,Entre semana,14:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-09-25,Entre semana,06:00:00
CHOQUE,HERIDOS,CR 12A  - CALLE 21A,VILLAGORGONA,DOMINGO,2024-09-29,Fin de semana,08:00:00
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2024-10-01,Entre semana,12:00:00
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2024-10-02,Entre semana,05:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2024-10-04,Entre semana,13:00:00
CHOQUE,HERIDOS,CARRERA 9 FRENTE AL # 16-7,VILLAGORGONA,JUEVES,2024-10-03,Entre semana,06:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,SABADO,2024-10-05,Fin de semana,09:00:00
CHOQUE,MUERTOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-10-07,Entre semana,06:00:00
CHOQUE,HERIDOS,FLORIDA-CALI,CANDELARIA,JUEVES,2024-10-17,Entre semana,08:00:00
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,SABADO,2024-10-19,Fin de semana,21:00:00
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,MARTES,2024-10-22,Entre semana,06:00:00
ATROPELLO,HERIDOS,CALLE 17 CR 12A,VILLAGORGONA,LUNES,2024-10-21,Entre semana,18:00:00
